"ntd_id","state_parent_ntd_id","agency_name","division_department","doing_business_as","reporter_type","reporting_module","organization_type","reported_by_ntd_id","reported_by_name","public_sponsor","subrecipient_type","fy_end_date","original_due_date","address_line_1","address_line_2","p_o_box","city","state","zip_code","zip_code_ext","region","url","fta_recipient_id","ueid","service_area_sq_miles","service_area_pop","primary_uza_uace_code","uza_name","tribal_area_name","population","density","sq_miles","voms_do","voms_pt","total_voms","volunteer_drivers","personal_vehicles","tam_tier","number_of_state_counties","number_of_counties_with","state_admin_funds_expended","street_address_geo_reference"
"40031",,"Lakeland Area Mass Transit District",,"Citrus Connection","Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1212 George Jenkins Blvd",,,"Lakeland","FL","33815","1312","4","http://www.ridecitrus.com/","1086","KTL6R43BYVQ6","1798","818330","46828","Lakeland, FL",,"277915","1904.40","145.9","70","10","80",,,"Tier II",,,,"POINT (-81.97436 28.04337)"
"40032",,"County of Volusia",,"VOTRAN","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","123 W Indiana Ave Rm 300",,,"Deland","FL","32720","4615","4","http://www.votran.org/","1081","VY9UEK86CVW3","1207","590357","22612","Daytona Beach--Palm Coast--Port Orange, FL",,"402126","1893.60","212.4","97","46","143",,,"Tier II",,,,"POINT (-81.30498 29.02897)"
"40034",,"County of Miami-Dade","Transportation & Public Works",,"Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","701 Nw 1st Court","17th Floor",,"Miami","FL","33136",,"4","http://www.miamidade.gov/transit/","1089",,"306","2701767","56602","Miami--Fort Lauderdale, FL",,"6077522","4884.80","1244.20","664","613","1277",,,"Tier I (Rail)",,,,"POINT (-80.1969 25.7813)"
"40035",,"Central Florida Regional Transportation Authority",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","455 N Garland Ave",,,"Orlando","FL","32801","1518","4","http://www.golynx.com/","1091","HX1XKBM5JTK9","2864","2456081","65863","Orlando, FL",,"1853896","2876","644.6","273","283","556",,,"Tier I (Fixed Route VOMS)",,,,"POINT (-81.38194 28.54906)"
"40036",,"City of Tallahassee","StarMetro",,"Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","300 S Adams St",,,"Tallahassee","FL","32301","1721","4","https://www.talgov.com/starmetro/starmetroHome.aspx","1095","HS3PRJ2R6X93","668","292198","86464","Tallahassee, FL",,"252934","2016.10","125.5","68","68","136",,,"Tier II",,,,"POINT (-84.28198 30.43963)"
"40037",,"Board of County Commissioners, Palm Beach County",,"Palm Tran, Inc.","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","301 N Olive Ave",,,"West Palm Beach","FL","33401","4703","4","http://www.palmtran.org/","1098","XL2DNFMPCR44","1702","1492191","56602","Miami--Fort Lauderdale, FL",,"6077522","4884.80","1244.20","118","278","396",,,"Tier I (Fixed Route VOMS)",,,,"POINT (-80.05185 26.71565)"
"40038",,"Escambia County Board of County Commissioners, FL",,"Escambia County Area Transit","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","221 Palafox Pl",,,"Pensacola","FL","32502","5827","4","http://www.goecat.com/","1092","LLHWX867E5J6","195","258153","68482","Pensacola, FL--AL",,"390172","1486.20","262.5","29","35","64",,,"Tier II",,,,"POINT (-87.21457 30.41009)"
"40040",,"Jacksonville Transportation Authority",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","100 Lavilla Center Dr",,,"Jacksonville","FL","32204","1549","4","http://www.jtafla.com/","1085","ZJC4WG2XGU15","1807","1285641","42346","Jacksonville, FL",,"1247374","2175.90","573.3","156","115","271",,,"Tier I (Rail)",,,,"POINT (-81.84029 30.31254)"
"40041",,"Hillsborough Area Regional Transit Authority",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1201 E 7th Ave",,,"Tampa","FL","33605","3502","4","http://www.gohart.org/","1096","C6EMMWL56TC7","418","1127178","86599","Tampa--St. Petersburg, FL",,"2783045","2872.30","968.9","158","51","209",,,"Tier I (Rail)",,,,"POINT (-82.44653 27.96028)"
"40042",,"Birmingham-Jefferson County Transit Authority",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1735 Morris Ave","5th Floor","10212","Birmingham","AL","35203","2008","4","http://www.bjcta.org/","1073","YW6DVF1UU5K3","186","541852","07786","Birmingham, AL",,"774956","1521.70","509.3","74","12","86",,,"Tier II",,,,"POINT (-86.80892 33.51205)"
"40043",,"City of Mobile",,"THE WAVE TRANSIT SYSTEM","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","205 Government St",,,"Mobile","AL","36602","1","4","http://www.thewavetransit.com/","1076","QV8KPHH9J8A3","179","243800","57925","Mobile, AL",,"321907","1458.30","220.8","40",,"40",,,"Tier II",,,,"POINT (-88.04192 30.68917)"
"40044",,"City of Montgomery","Montgomery Transit","The M Transit","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","103 N Perry St",,,"Montgomery","AL","36104","3728","4","montgomerytransit.com","1019","SLRGWVZYDR97","135","205764","58600","Montgomery, AL",,"254348","1752.90","145.1","25",,"25",,,"Tier II",,,,"POINT (-86.30754 32.37928)"
"40045",,"Tuscaloosa County Parking and Transit Authority",,"Tuscaloosa Transit Authority","Reduced Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","2450 Hargrove Road East",,,"Tuscaloosa","AL","35405","2623","4","http://www.tuscaloosatransit.com/","1078","W2WLMCRMN9N3","171","136487","89110","Tuscaloosa, AL",,"156450","1774.60","88.2","15",,"15",,,"Tier II",,,,"POINT (-87.50565 33.17894)"
"40046",,"Sarasota County","Sarasota County Breeze Transit","Breeze Transit","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1660 Ringling Blvd",,,"Sarasota","FL","34236","6808","4","https://www.scgov.net/government/breeze-transit","1094","K4SXBE88XP88","596","541885","09536","Bradenton--Sarasota--Venice, FL",,"779075","1927.10","404.3","33","92","125",,,"Tier II",,,,"POINT (-82.53726 27.33429)"
"40047",,"Athens-Clarke County Unified Government","Transit Department","Athens-Clarke County Transit Department","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","375 Satula Ave",,,"Athens","GA","30601","1731","4","www.accgov.com/transit","1002","KF6FNAZRLMJ4","47","127358","03763","Athens-Clarke County, GA",,"143213","1559.30","91.9","18",,"18",,,"Tier II",,,,"POINT (-83.40004 33.96588)"
"40049",,"City of Gadsden","Transportation","Gadsden Transportation Services","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","2000a W Meighan Blvd",,,"Gadsden","AL","35904",,"4","http://www.gadsdendot.com/","1016","GBKLQFKKMNLS","37","61709","32113","Gadsden, AL",,"57975","947.2","61.2","12",,"12",,,"Tier II",,,,"POINT (-86.0341 34.02442)"
"40051",,"Town of Chapel Hill","Transit","Chapel Hill Transit","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","405 Martin Luther King Jr Blvd",,,"Chapel Hill","NC","27514","5705","4","http://www.chtransit.org/","1110","WLCTFFK97EP7","62","80218","25228","Durham, NC",,"396118","2160.40","183.4","88",,"88",,,"Tier II",,,,"POINT (-79.05719 35.91637)"
"40053",,"Greenville Transit Authority",,"Greenlink","Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","205 Arcadia Dr",,"2207","Greenville","SC","29609","3856","4","http://www.ridegreenlink.com/","1118","GF2MXL6XN2B3","94","202390","35461","Greenville, SC",,"387271","1477.20","262.2","23",,"23",,,"Tier II",,,,"POINT (-82.39532 34.881)"
"40054",,"City of Johnson City","Public Transportation","Johnson City Transit System","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","601 E Main St",,,"Johnson City","TN","37601","4879","4","http://www.johnsoncitytransit.org/","1123","LESWAU1PJRJ5","44","73337","43210","Johnson City, TN",,"128519","1212.10","106","25",,"25",,,"Tier II",,,,"POINT (-82.34269 36.32085)"
"40055",,"City of Bristol Tennessee","Public Works","Bristol Tennessee Transit System","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","801 Anderson St","STE 203","1189","Bristol","TN","37620","2284","4","http://www.bristoltn.org/142/Transit","1119","E8ESR3ZKWP19","33","27854","10351","Bristol, TN--VA",,"70638","1028.40","68.7","7",,"7",,,"Tier II",,,,"POINT (-82.18713 36.59314)"
"40056",,"Pee Dee Regional Transportation Authority",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","313 S Stadium Rd",,,"Florence","SC","29506",,"4","http://www.pdrta.org/","1117","HXPNSYNYB815","3563","335620","30061","Florence, SC",,"89436","1314.50","68","41",,"41",,,"Tier II",,,,"POINT (-79.7148 34.19391)"
"40057",,"Jackson Transit Authority",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","38 Eutah St",,"102","Jackson","TN","38301","6808","4","http://www.ridejta.com/","1122","TS7EBVDTKXQ6","59","68205","42265","Jackson, TN",,"72809","1525","47.7","13",,"13",,,"Tier II",,,,"POINT (-88.81939 35.60872)"
"40058",,"City of Rome","Transit Department",,"Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","601 Broad St",,"1433","Rome","GA","30161","3011","4","https://www.romega.us/193/Transit","2897","L7MBVGKKS1L3","32","37713","76204","Rome, GA",,"60403","1345.50","44.9","12",,"12",,,"Tier II",,,,"POINT (-85.1689 34.25632)"
"40060",,"City of Hattiesburg","Transportation and Engineering","Hub City Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","200 Forrest St",,"1898","Hattiesburg","MS","39401","3451","4","https://www.hattiesburgms.com/hct/","1108","N4XZJLJ9AVM1","43","51084","37594","Hattiesburg, MS",,"80821","1270.40","63.6","10",,"10",,,"Tier II",,,,"POINT (-89.29067 31.32575)"
"40063",,"Brevard Board of County Commissioners",,"Space Coast Area Transit","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","400 South St",,,"Titusville","FL","32780","7683","4","http://www.321transit.com/","1029","GUT1ADLJUNA5","1015","653703","67105","Palm Bay--Melbourne, FL",,"510675","2038.30","250.6","68","23","91",,,"Tier II",,,,"POINT (-80.80964 28.60923)"
"40064",,"East Alabama Regional Planning and Development Commission",,"Areawide Community Transportation System","Reduced Reporter","Urban","MPO, COG or Other Planning Agency",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1130 Quintard Ave Ste 300",,"2186","Anniston","AL","36201","4685","4","https://www.earpdc.org/transportation-services/","1000","E2G9MFMN1NN8","3250","228376","02629","Anniston--Oxford, AL",,"78302","992.5","78.9",,"28","28",,,"Tier II",,,,"POINT (-85.82688 33.65938)"
"40068",,"Northwest Alabama Council of Local Governments","Transit","NACOLG Transit","Reduced Reporter","Urban","MPO, COG or Other Planning Agency",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","103 Student Dr",,"2603","Muscle Shoals","AL","35661","3204","4","http://www.nacolg.org","1000","NNWMDNRV8QE7","3250","235793","29953","Florence, AL",,"78925","1444.80","54.6","14",,"14",,,"Tier II",,,,"POINT (-87.67705 34.74168)"
"40071",,"City of Huntsville, Alabama","Public Transit","Huntsville Transit","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","305 Fountain Cir Sw",,,"Huntsville","AL","35801","4285","4","https://www.huntsvilleal.gov/residents/streets/public-transportation/","1075","ZBCLKNT6JWT4","68","143441","40780","Huntsville, AL",,"329066","1532.20","214.8","36",,"36",,,"Tier II",,,,"POINT (-86.58563 34.72835)"
"40073",,"Lee-Russell Council of Governments","Transportation","Lee-Russell Public Transit and Phenix City Express","Reduced Reporter","Urban","MPO, COG or Other Planning Agency",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","2207 Gateway Dr",,,"Opelika","AL","36801","6834","4","https://www.lrcog.com/public-transit/","1000","LNKEABERNJZ4","1248","233424","04033","Auburn, AL",,"100842","1648.90","61.2","20",,"20",,,"Tier II",,,,"POINT (-85.40511 32.62481)"
"40074",,"Pasco County Board of County Commissioners","Pasco County Public Transportation","GoPasco","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","8731 Citizens Dr",,,"New Port Richey","FL","34654","5572","4","http://www.gopasco.com/","5318","LNBJT4UX78P8","747","584067","86599","Tampa--St. Petersburg, FL",,"2783045","2872.30","968.9","37",,"37",,,"Tier II",,,,"POINT (-82.66977 28.26751)"
"40077",,"South Florida Regional Transportation Authority",,"Tri-Rail","Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","801 Nw 33rd St",,,"Pompano Beach","FL","33064","2013","4","http://www.tri-rail.com/","5454","D3J6CCW2V7T8","32","156313","56602","Miami--Fort Lauderdale, FL",,"6077522","4884.80","1244.20",,"46","46",,,"Tier I (Rail)",,,,"POINT (-80.13433 26.27199)"
"40078",,"Cobb County","Transit Division","CobbLinc","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","100 Cherokee St Ste 500",,,"Marietta","GA","30090","7005","4","https://www.cobbcounty.org/transportation/cobblinc","2874","VLEDVCLL5VV8","210","776743","03817","Atlanta, GA",,"5100112","2040.10","2553",,"76","76",,,"Tier II",,,,"POINT (-84.54902 33.95392)"
"40080",,"City of Kingsport","Public Transit Department","Kingsport Area Transit Service","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","415 Broad St","STE 100",,"Kingsport","TN","37660","4207","4","http://www.kingsporttransit.org/","5097","YE45C4JZC5U1","54","55442","45235","Kingsport, TN--VA",,"98411","1046.40","94.1","11",,"11",,,"Tier II",,,,"POINT (-82.55832 36.5485)"
"40081",,"City of Anderson","Electric City Transit",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","401 S Main St",,,"Anderson","SC","29624","2301","4","https://www.cityofandersonsc.com/transit/","5441","T59RCM6X6WU5","15","27293","02420","Anderson--Clemson, SC",,"118369","1233.80","95.9","6",,"6",,,"Tier II",,,,"POINT (-82.64924 34.50155)"
"40082",,"County of Douglas","Department of Transportation","Connect Douglas","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","8700 Hospital Dr",,,"Douglasville","GA","30134","2264","4","www.connectdouglas.com","5409","VE3JDWVHBLZ7","201","142224","03817","Atlanta, GA",,"5100112","2040.10","2553","7","13","20",,,"Tier II",,,,"POINT (-84.73032 33.74363)"
"40086",,"Metropolitan Bus Authority",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","Bo Monacillos 37 Ave De Diego",,"195349","San Juan","PR","919",,"4","https://www.dtop.pr.gov/","1884","VFM1ZUECKT15","198","1176968","79093","San Juan, PR",,"1844410","2415.40","763.6","107",,"107",,,"Tier II",,,,
"40087",,"City of Durham","Transportation Department","GoDurham","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","101 City Hall Plz",,,"Durham","NC","27701","3329","4","http://www.godurhamtransit.org/","1060","SRPMEFTB1B54","93","283506","25228","Durham, NC",,"396118","2160.40","183.4",,"110","110",,,"Tier II",,,,"POINT (-78.89895 35.99593)"
"40092",,"City of Clarksville","Transit","Clarksville Transit System","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","430 Boillin Ln",,,"Clarksville","TN","37040","3825","4","http://www.ridects.com","1121","S728QYU6JTJ9","105","135471","17317","Clarksville, TN--KY",,"200947","1776.90","113.1","29",,"29",,,"Tier II",,,,"POINT (-87.33519 36.51649)"
